timestamp,line_id,voltage_kv,state,root_cause,duration_hours,load_mw_at_trip,hour_of_day,month,wind_speed,rainfall_mm,temperature,load_pct,line_age_years
2023-08-30 13:00:00,TL-040,765,Jharkhand,Human Error,1.6,191.9,13,8,9.7,1.82,16.7,69.6,21
2023-09-17 23:00:00,TL-028,220,Sikkim,Lightning,0.3,234.8,23,9,6.7,20.91,14.0,74.6,26
2024-03-07 17:00:00,TL-005,765,Odisha,Overloading,0.2,166.2,17,3,1.8,1.15,34.8,79.8,1
2024-12-18 23:00:00,TL-040,400,Odisha,Equipment Failure,0.7,145.7,23,12,0.5,1.71,25.0,71.9,15
2023-05-02 19:00:00,TL-020,400,Jharkhand,Lightning,3.5,150.9,19,5,10.3,2.04,35.2,75.3,7
2023-12-01 12:00:00,TL-038,765,Bihar,Lightning,0.7,167.0,12,12,2.9,1.78,14.7,80.9,26
2024-10-02 13:00:00,TL-049,220,Bihar,Overloading,0.9,229.9,13,10,5.6,0.76,21.5,104.1,13
2023-05-29 19:00:00,TL-022,765,Sikkim,Lightning,2.9,223.4,19,5,9.5,0.61,30.3,107.3,17
2024-01-31 01:00:00,TL-046,765,Bihar,Equipment Failure,2.7,220.8,1,1,0.7,0.12,28.1,73.9,20
2024-03-20 19:00:00,TL-049,220,Odisha,Equipment Failure,3.0,150.9,19,3,0.5,0.43,32.4,51.3,12
2024-07-15 15:00:00,TL-038,765,Bihar,Lightning,0.8,243.4,15,7,6.2,1.12,23.6,57.8,12
2023-01-21 13:00:00,TL-028,400,Odisha,Equipment Failure,2.9,237.3,13,1,2.6,2.02,31.1,74.4,18
2023-06-25 09:00:00,TL-048,400,Bihar,Overloading,1.8,192.2,9,6,7.9,13.25,30.8,105.9,3
2023-09-09 22:00:00,TL-028,220,Bihar,Human Error,0.4,146.4,22,9,5.8,9.1,15.5,80.3,17
2024-05-28 09:00:00,TL-007,220,West Bengal,Tree Contact,6.4,198.9,9,5,0.2,3.93,31.4,89.2,2
2024-12-06 22:00:00,TL-027,400,West Bengal,Equipment Failure,0.8,248.4,22,12,0.0,0.64,17.4,73.4,7
2023-09-24 23:00:00,TL-002,400,Bihar,Overloading,1.2,230.2,23,9,6.5,3.06,14.8,96.5,4
2023-05-27 09:00:00,TL-020,220,Sikkim,Human Error,0.3,191.9,9,5,1.5,1.78,34.6,75.1,10
2023-02-20 19:00:00,TL-012,400,Jharkhand,Lightning,0.6,152.0,19,2,0.1,1.07,34.6,86.9,4
2023-05-24 10:00:00,TL-046,765,Bihar,Lightning,1.3,221.5,10,5,7.7,2.12,31.4,84.5,5
2023-10-03 21:00:00,TL-004,400,Sikkim,Lightning,2.4,133.0,21,10,2.0,0.69,18.4,64.9,21
2024-10-18 05:00:00,TL-009,400,Jharkhand,Overloading,0.6,194.5,5,10,3.9,0.52,15.6,107.8,27
2024-12-13 13:00:00,TL-047,765,Odisha,Bird/Animal,0.5,130.7,13,12,3.0,0.51,21.3,94.3,5
2024-02-13 19:00:00,TL-024,400,Jharkhand,Lightning,3.2,226.6,19,2,1.8,0.63,27.2,51.9,5
2023-11-15 10:00:00,TL-030,765,Odisha,Human Error,1.4,131.2,10,11,5.1,0.51,19.1,59.5,18
2023-10-28 20:00:00,TL-045,400,West Bengal,Tree Contact,0.2,115.5,20,10,2.6,1.45,15.6,79.4,10
2023-03-23 11:00:00,TL-039,220,West Bengal,Human Error,0.7,126.3,11,3,2.9,1.01,36.2,94.1,19
2023-12-28 09:00:00,TL-026,400,Odisha,Lightning,2.7,206.9,9,12,1.9,2.35,23.5,75.8,14
2024-09-25 07:00:00,TL-026,400,Odisha,Overloading,2.9,79.8,7,9,6.2,0.72,15.5,74.1,29
2023-08-07 15:00:00,TL-023,400,Jharkhand,Overloading,1.5,246.6,15,8,6.2,6.28,13.7,97.0,28
2024-10-09 06:00:00,TL-006,400,Bihar,Lightning,0.3,235.7,6,10,3.0,1.74,15.7,71.7,19
2024-12-02 15:00:00,TL-010,765,Bihar,Lightning,2.5,299.0,15,12,6.7,0.64,18.6,68.5,9
2023-06-08 00:00:00,TL-035,220,Bihar,Lightning,3.9,195.1,0,6,5.1,1.28,30.4,87.1,2
2023-11-22 11:00:00,TL-027,220,Sikkim,Tree Contact,0.7,195.9,11,11,3.5,2.59,20.6,65.3,13
2024-01-01 06:00:00,TL-007,400,West Bengal,Overloading,1.8,238.5,6,1,0.6,1.07,25.9,94.4,21
2024-06-23 00:00:00,TL-049,220,Bihar,Equipment Failure,8.5,132.9,0,6,5.4,0.88,27.0,76.6,29
2023-07-08 02:00:00,TL-043,400,Jharkhand,Equipment Failure,5.6,269.7,2,7,6.4,2.36,23.8,63.3,10
2023-04-15 10:00:00,TL-040,400,Jharkhand,Lightning,0.0,158.3,10,4,3.8,0.42,40.0,59.4,18
2023-01-21 01:00:00,TL-006,400,Jharkhand,Equipment Failure,5.0,235.4,1,1,2.1,1.2,31.4,86.2,28
2024-02-12 14:00:00,TL-017,400,Jharkhand,Bird/Animal,0.0,182.1,14,2,6.2,1.71,30.4,61.4,5
2023-01-19 17:00:00,TL-036,765,Jharkhand,Overloading,0.6,235.6,17,1,10.1,0.31,24.0,95.6,18
2024-12-23 09:00:00,TL-024,400,Odisha,Tree Contact,1.4,145.2,9,12,8.3,4.06,26.5,83.0,22
2023-04-11 02:00:00,TL-033,220,Bihar,Unknown,3.9,122.1,2,4,1.6,1.3,37.6,73.6,21
2023-12-22 02:00:00,TL-036,220,Jharkhand,Unknown,1.3,209.7,2,12,2.0,0.56,22.6,88.1,28
2024-08-17 08:00:00,TL-046,400,Jharkhand,Tree Contact,0.1,272.0,8,8,5.9,3.81,17.4,89.7,22
2024-06-17 05:00:00,TL-037,400,West Bengal,Unknown,7.8,202.4,5,6,7.9,8.95,23.3,81.0,25
2023-08-24 12:00:00,TL-040,220,Jharkhand,Equipment Failure,0.1,151.2,12,8,5.4,1.38,17.5,77.2,28
2023-02-14 22:00:00,TL-047,220,Jharkhand,Tree Contact,11.9,185.3,22,2,8.3,0.31,35.5,59.9,22
2023-07-17 15:00:00,TL-013,220,Jharkhand,Overloading,2.7,296.4,15,7,6.8,11.76,17.9,83.5,14
2023-01-04 08:00:00,TL-030,400,Odisha,Lightning,5.7,195.9,8,1,1.9,0.15,24.0,82.2,12
2023-11-14 09:00:00,TL-037,400,Sikkim,Bird/Animal,0.7,271.5,9,11,0.4,0.46,21.6,52.9,20
2024-05-03 04:00:00,TL-040,400,Bihar,Unknown,0.8,157.9,4,5,7.0,0.31,36.7,53.9,22
2024-09-24 13:00:00,TL-021,400,Sikkim,Equipment Failure,4.3,229.5,13,9,6.1,3.28,13.0,46.3,13
2023-07-10 15:00:00,TL-040,400,Jharkhand,Human Error,0.8,202.4,15,7,8.2,2.16,21.6,93.5,17
2023-05-24 21:00:00,TL-020,220,Bihar,Lightning,2.1,200.3,21,5,8.7,0.91,27.6,84.8,29
2024-10-02 16:00:00,TL-024,765,Odisha,Overloading,3.4,221.6,16,10,4.1,3.32,10.2,73.4,22
2023-11-08 17:00:00,TL-024,400,West Bengal,Tree Contact,1.0,234.5,17,11,0.7,0.53,18.1,89.2,8
2024-04-20 16:00:00,TL-005,400,Bihar,Equipment Failure,7.8,171.9,16,4,0.3,1.03,33.4,68.1,6
2024-09-05 05:00:00,TL-026,765,Bihar,Tree Contact,10.8,212.2,5,9,8.3,15.09,19.3,57.8,29
2023-02-12 04:00:00,TL-038,400,Jharkhand,Equipment Failure,9.8,202.7,4,2,0.8,0.14,31.0,66.0,24
2024-10-06 21:00:00,TL-011,400,West Bengal,Tree Contact,2.5,154.6,21,10,1.3,0.56,11.1,77.7,5
2024-10-02 22:00:00,TL-003,400,Jharkhand,Overloading,1.3,188.8,22,10,1.0,0.0,10.2,103.0,17
2023-05-01 21:00:00,TL-035,400,West Bengal,Unknown,7.1,157.0,21,5,0.3,1.77,33.3,68.7,11
2024-03-21 01:00:00,TL-045,220,Bihar,Equipment Failure,15.5,314.9,1,3,1.2,0.22,36.8,78.0,20
2024-12-11 01:00:00,TL-004,765,Jharkhand,Equipment Failure,5.1,92.1,1,12,2.2,0.5,21.9,70.7,29
2024-04-25 09:00:00,TL-019,220,Odisha,Tree Contact,4.3,242.5,9,4,2.5,4.13,32.1,81.1,13
2023-02-11 05:00:00,TL-034,400,West Bengal,Equipment Failure,8.1,202.6,5,2,2.7,0.09,29.7,55.2,21
2024-01-03 12:00:00,TL-037,765,Sikkim,Equipment Failure,7.6,243.4,12,1,0.5,0.05,23.9,78.0,20
2024-07-16 14:00:00,TL-036,400,West Bengal,Human Error,6.4,323.7,14,7,5.2,1.93,22.6,70.0,27
2023-09-28 21:00:00,TL-044,400,Sikkim,Equipment Failure,4.9,140.8,21,9,7.5,34.04,13.5,97.2,8
2024-01-31 21:00:00,TL-017,400,Bihar,Equipment Failure,68.2,276.2,21,1,2.8,0.65,36.9,52.5,4
2024-11-26 21:00:00,TL-018,220,Sikkim,Unknown,2.5,171.8,21,11,6.2,1.25,23.4,82.7,16
2023-07-25 21:00:00,TL-011,765,West Bengal,Equipment Failure,8.2,240.5,21,7,10.2,18.39,17.3,67.6,26
2023-09-26 15:00:00,TL-001,400,West Bengal,Lightning,0.0,151.3,15,9,5.6,4.1,18.0,79.8,11
2024-10-16 06:00:00,TL-032,400,West Bengal,Equipment Failure,22.9,227.7,6,10,3.9,0.78,16.9,65.9,25
2024-11-15 18:00:00,TL-039,400,West Bengal,Lightning,1.3,227.7,18,11,0.6,0.89,16.7,61.1,22
2024-03-20 16:00:00,TL-044,400,West Bengal,Bird/Animal,0.8,183.5,16,3,2.9,0.26,36.2,65.2,25
2023-03-07 20:00:00,TL-040,400,Odisha,Human Error,0.2,162.5,20,3,0.2,3.23,32.3,94.1,10
2024-03-03 14:00:00,TL-005,400,Sikkim,Human Error,1.7,168.6,14,3,0.5,0.55,33.4,79.9,9
2023-06-20 00:00:00,TL-043,220,Jharkhand,Overloading,0.0,296.3,0,6,5.2,10.88,25.9,59.7,23
2023-10-14 05:00:00,TL-010,400,Bihar,Equipment Failure,12.5,69.0,5,10,1.0,0.04,14.3,65.3,23
2023-05-25 01:00:00,TL-006,765,Jharkhand,Equipment Failure,16.7,231.6,1,5,0.1,1.29,28.5,65.1,29
2024-09-21 18:00:00,TL-027,400,Sikkim,Lightning,0.6,107.9,18,9,6.7,0.72,16.4,80.1,19
2024-12-06 04:00:00,TL-006,400,West Bengal,Equipment Failure,8.2,128.3,4,12,0.9,0.28,16.5,62.4,1
2023-02-07 22:00:00,TL-007,765,Jharkhand,Tree Contact,0.9,254.9,22,2,0.6,1.24,32.3,81.3,13
2023-02-14 06:00:00,TL-018,220,Jharkhand,Bird/Animal,3.2,145.0,6,2,6.2,0.69,30.9,81.2,11
2024-10-03 11:00:00,TL-008,400,Sikkim,Tree Contact,1.7,288.4,11,10,5.2,0.41,11.2,83.5,1
2023-11-27 10:00:00,TL-017,220,Bihar,Unknown,1.6,213.7,10,11,5.0,0.27,25.0,90.1,21
2023-06-13 03:00:00,TL-044,400,Bihar,Equipment Failure,4.1,148.4,3,6,6.2,25.35,29.9,65.8,29
2023-08-15 20:00:00,TL-040,400,Sikkim,Equipment Failure,1.1,102.8,20,8,7.0,17.68,19.0,91.4,6
2024-06-19 22:00:00,TL-001,400,Sikkim,Lightning,3.1,177.6,22,6,11.4,2.85,29.7,80.4,22
2024-04-25 04:00:00,TL-022,765,Sikkim,Unknown,15.4,229.6,4,4,0.6,0.22,35.3,72.1,11
2023-04-09 17:00:00,TL-016,220,Bihar,Lightning,1.3,201.7,17,4,0.3,3.08,31.6,54.4,10
2024-09-16 18:00:00,TL-015,400,West Bengal,Lightning,1.5,108.0,18,9,6.0,4.23,20.3,89.4,14
2023-03-26 16:00:00,TL-040,765,Jharkhand,Equipment Failure,13.8,184.7,16,3,0.5,0.07,34.2,68.8,18
2023-11-02 06:00:00,TL-035,400,Bihar,Unknown,2.5,227.5,6,11,5.6,2.48,17.6,87.1,20
2024-02-04 14:00:00,TL-044,400,Jharkhand,Overloading,0.1,204.3,14,2,2.9,1.81,30.8,102.8,14
2023-07-29 07:00:00,TL-034,220,Bihar,Tree Contact,1.4,203.9,7,7,8.4,5.85,19.1,88.2,17
2024-11-05 17:00:00,TL-018,400,West Bengal,Human Error,3.8,92.6,17,11,0.5,0.29,16.8,85.8,2
2023-10-13 23:00:00,TL-015,765,Jharkhand,Lightning,0.0,122.2,23,10,5.6,0.86,13.2,91.5,13
2024-12-10 09:00:00,TL-031,400,Bihar,Unknown,6.5,205.6,9,12,3.4,0.64,20.7,64.8,6
2023-06-02 14:00:00,TL-029,220,Jharkhand,Tree Contact,2.3,165.0,14,6,5.6,2.63,30.8,63.2,1
2024-01-10 10:00:00,TL-022,400,Sikkim,Lightning,0.9,138.0,10,1,3.4,0.35,27.2,90.1,19
2024-04-25 21:00:00,TL-019,765,Jharkhand,Human Error,0.2,256.4,21,4,4.8,0.09,35.1,77.6,3
2023-09-29 21:00:00,TL-013,220,Jharkhand,Lightning,0.4,162.3,21,9,9.7,7.07,11.2,89.3,16
2023-08-16 18:00:00,TL-016,220,Odisha,Lightning,0.1,172.5,18,8,7.1,22.12,16.3,94.2,14
2023-10-27 04:00:00,TL-038,400,Bihar,Equipment Failure,1.2,109.7,4,10,2.5,2.4,16.1,76.6,20
2024-09-01 16:00:00,TL-006,400,Jharkhand,Human Error,0.3,271.8,16,9,5.1,3.88,16.4,66.5,18
2024-05-18 16:00:00,TL-043,220,Jharkhand,Lightning,0.5,263.3,16,5,2.8,0.13,29.8,75.7,4
2024-07-10 15:00:00,TL-021,400,West Bengal,Overloading,2.4,231.4,15,7,11.4,10.34,26.2,85.1,28
2023-01-29 15:00:00,TL-046,400,Odisha,Equipment Failure,11.9,293.8,15,1,1.4,1.5,28.3,68.0,21
2023-03-03 15:00:00,TL-048,400,Bihar,Bird/Animal,0.1,187.8,15,3,1.3,2.41,33.3,80.0,2
2023-05-10 16:00:00,TL-049,400,Jharkhand,Overloading,0.3,129.7,16,5,0.4,1.08,30.9,97.6,20
2024-01-08 05:00:00,TL-007,400,Odisha,Equipment Failure,6.6,219.5,5,1,0.5,0.12,31.5,57.5,21
2023-03-22 16:00:00,TL-039,765,Sikkim,Equipment Failure,0.7,225.6,16,3,1.7,0.66,38.8,81.1,22
2024-10-20 02:00:00,TL-010,220,Sikkim,Unknown,3.5,248.1,2,10,5.8,1.79,12.6,83.6,1
2023-03-22 17:00:00,TL-017,220,Bihar,Human Error,1.2,236.5,17,3,0.8,0.86,38.5,64.3,9
2024-07-23 04:00:00,TL-043,220,Jharkhand,Lightning,1.3,239.7,4,7,10.0,16.27,19.0,91.1,18
2024-03-12 03:00:00,TL-031,400,Jharkhand,Equipment Failure,16.4,185.5,3,3,1.0,1.35,31.4,82.3,17
2024-12-24 18:00:00,TL-034,400,Odisha,Tree Contact,2.7,203.7,18,12,0.1,0.52,27.4,79.9,4
2023-04-27 09:00:00,TL-039,220,Bihar,Lightning,3.9,158.0,9,4,3.4,1.15,36.3,56.8,20
2023-02-28 05:00:00,TL-043,220,Jharkhand,Unknown,0.2,176.0,5,2,2.3,2.14,34.5,79.6,27
2023-10-28 23:00:00,TL-026,400,Jharkhand,Bird/Animal,0.2,309.1,23,10,2.1,0.15,14.0,93.4,3
2023-10-07 23:00:00,TL-049,400,Sikkim,Tree Contact,1.5,178.7,23,10,1.2,1.51,17.9,90.9,1
2023-12-02 18:00:00,TL-006,220,Jharkhand,Lightning,3.5,239.7,18,12,0.8,1.27,18.9,76.9,4
2024-03-31 23:00:00,TL-044,220,Jharkhand,Overloading,0.3,205.8,23,3,0.9,0.59,32.4,115.0,14
2024-05-01 01:00:00,TL-005,220,Jharkhand,Overloading,1.9,252.1,1,5,1.7,0.2,36.5,101.8,27
2024-07-25 08:00:00,TL-033,220,Odisha,Lightning,2.6,206.9,8,7,6.6,17.37,21.6,45.4,22
2023-01-14 07:00:00,TL-013,220,Sikkim,Overloading,2.1,150.6,7,1,2.8,0.37,29.8,51.0,19
2024-10-27 01:00:00,TL-008,400,Jharkhand,Equipment Failure,7.6,250.7,1,10,0.2,0.59,18.0,65.2,28
2023-12-27 03:00:00,TL-026,220,West Bengal,Overloading,0.0,147.4,3,12,7.1,0.09,23.5,103.4,7
2024-02-21 21:00:00,TL-001,400,West Bengal,Lightning,1.7,125.7,21,2,16.6,0.08,33.9,73.3,10
2024-09-17 18:00:00,TL-025,765,Bihar,Human Error,2.5,308.2,18,9,8.8,3.05,13.6,76.0,13
2023-11-04 22:00:00,TL-038,400,Sikkim,Lightning,1.0,184.3,22,11,1.0,0.53,21.2,61.8,3
2024-08-05 18:00:00,TL-012,220,Odisha,Overloading,0.3,198.3,18,8,7.6,8.23,13.6,101.9,5
2023-03-19 06:00:00,TL-004,765,Sikkim,Equipment Failure,15.0,220.3,6,3,2.0,0.3,32.2,79.4,25
2023-05-15 02:00:00,TL-035,220,West Bengal,Overloading,1.2,203.6,2,5,2.3,0.54,32.1,102.8,23
2024-07-03 20:00:00,TL-025,220,Odisha,Tree Contact,0.4,186.7,20,7,13.0,31.79,20.2,83.9,15
2024-11-03 07:00:00,TL-008,400,Jharkhand,Equipment Failure,2.7,186.0,7,11,0.6,0.97,15.9,81.1,21
2023-04-12 14:00:00,TL-010,400,Odisha,Tree Contact,3.1,180.9,14,4,2.3,0.51,38.8,83.6,29
2023-11-03 10:00:00,TL-042,765,Jharkhand,Overloading,1.4,292.1,10,11,4.5,1.45,14.1,123.2,17
2024-01-31 19:00:00,TL-046,220,Bihar,Human Error,2.9,267.1,19,1,10.8,1.32,28.0,69.4,20
2023-07-12 06:00:00,TL-002,765,Odisha,Lightning,1.0,208.4,6,7,10.8,7.7,22.2,76.0,14
2024-07-14 11:00:00,TL-031,220,Jharkhand,Lightning,1.5,194.3,11,7,5.8,20.17,26.5,76.5,25
2024-12-17 23:00:00,TL-012,220,Odisha,Lightning,2.4,169.7,23,12,1.1,0.11,22.5,67.1,26
2023-01-28 12:00:00,TL-040,220,Bihar,Lightning,2.8,179.6,12,1,2.2,1.28,29.8,63.7,13
2024-11-23 23:00:00,TL-035,400,Odisha,Tree Contact,5.2,166.5,23,11,0.1,1.26,19.9,65.7,6
2024-10-19 23:00:00,TL-026,765,Odisha,Human Error,0.5,188.7,23,10,0.5,1.14,8.8,84.0,20
2023-09-19 20:00:00,TL-033,400,West Bengal,Overloading,0.6,301.5,20,9,5.7,7.48,15.1,99.8,11
2023-08-19 06:00:00,TL-049,400,Jharkhand,Equipment Failure,16.1,218.8,6,8,8.3,16.82,15.0,86.5,22
2023-12-17 10:00:00,TL-037,220,Bihar,Unknown,3.7,222.3,10,12,1.2,0.74,25.7,93.7,17
2023-01-01 19:00:00,TL-033,400,Bihar,Lightning,0.3,142.1,19,1,0.7,0.18,28.0,84.5,8
2024-07-30 06:00:00,TL-023,765,Sikkim,Equipment Failure,22.1,111.2,6,7,6.7,24.89,17.7,46.0,27
2024-04-01 06:00:00,TL-017,765,Sikkim,Overloading,1.2,207.5,6,4,1.3,0.08,33.0,71.6,20
2024-05-13 07:00:00,TL-011,765,West Bengal,Unknown,0.2,172.1,7,5,0.9,0.17,34.3,64.0,27
2023-01-02 02:00:00,TL-022,400,Bihar,Equipment Failure,4.2,196.9,2,1,0.7,2.61,22.6,45.3,9
2024-09-11 16:00:00,TL-011,400,Jharkhand,Lightning,0.3,221.3,16,9,9.3,15.35,17.0,95.9,25
2024-09-18 10:00:00,TL-024,400,Sikkim,Equipment Failure,8.5,180.3,10,9,7.4,3.81,13.5,84.6,24
2024-11-11 22:00:00,TL-034,400,Jharkhand,Equipment Failure,4.5,226.4,22,11,2.4,0.14,19.6,88.0,29
2024-05-25 16:00:00,TL-001,220,West Bengal,Overloading,3.0,288.4,16,5,1.6,2.23,39.4,56.5,17
2023-08-17 12:00:00,TL-034,400,Sikkim,Equipment Failure,6.8,285.2,12,8,6.5,22.63,20.6,67.5,12
2024-11-15 19:00:00,TL-041,220,Odisha,Lightning,2.7,168.2,19,11,0.1,2.5,16.6,58.8,22
2024-01-12 15:00:00,TL-015,400,Bihar,Lightning,0.0,177.8,15,1,0.1,0.34,28.8,60.4,12
2024-02-03 08:00:00,TL-021,400,Sikkim,Equipment Failure,0.8,297.3,8,2,14.4,0.87,30.7,67.1,3
2023-08-25 22:00:00,TL-013,220,Sikkim,Human Error,1.2,222.4,22,8,5.7,2.87,16.1,83.5,4
2024-12-01 08:00:00,TL-027,765,West Bengal,Tree Contact,26.1,155.5,8,12,1.0,0.11,20.0,76.0,3
2023-09-29 22:00:00,TL-012,765,West Bengal,Equipment Failure,1.9,198.6,22,9,8.2,3.13,18.4,33.4,9
2024-03-14 18:00:00,TL-014,400,Bihar,Tree Contact,3.9,146.0,18,3,1.4,0.02,37.9,79.3,9
2024-06-20 14:00:00,TL-023,765,Sikkim,Equipment Failure,2.6,223.1,14,6,6.0,1.67,23.1,94.9,22
2024-03-26 22:00:00,TL-024,400,Sikkim,Overloading,0.4,152.5,22,3,5.0,0.53,34.3,78.6,7
2023-01-04 01:00:00,TL-021,400,Bihar,Unknown,2.0,141.9,1,1,1.4,2.96,26.2,80.9,4
2024-10-12 05:00:00,TL-047,765,Bihar,Unknown,2.7,268.6,5,10,0.0,0.9,16.5,75.3,17
2023-10-20 03:00:00,TL-002,400,Jharkhand,Unknown,1.7,189.5,3,10,0.7,0.36,14.9,80.9,19
2023-09-04 12:00:00,TL-039,400,Bihar,Tree Contact,1.6,176.0,12,9,12.1,14.12,20.2,85.5,21
2023-07-23 16:00:00,TL-024,400,Odisha,Human Error,0.6,335.9,16,7,14.6,2.07,25.7,77.2,20
2024-03-06 03:00:00,TL-030,400,Odisha,Equipment Failure,9.4,191.9,3,3,5.6,0.2,38.4,74.3,27
2024-10-08 19:00:00,TL-032,765,Odisha,Tree Contact,17.5,140.6,19,10,1.8,0.17,18.9,74.4,4
2024-02-14 10:00:00,TL-014,400,Odisha,Equipment Failure,1.4,205.6,10,2,5.0,1.34,35.1,74.2,20
2024-11-05 19:00:00,TL-050,400,Sikkim,Lightning,1.2,174.7,19,11,4.4,0.39,21.1,60.2,24
2023-01-18 03:00:00,TL-016,765,Bihar,Equipment Failure,26.0,260.1,3,1,0.5,0.43,27.2,73.4,3
2024-03-24 20:00:00,TL-038,220,Sikkim,Overloading,0.2,256.9,20,3,1.6,0.33,36.0,96.9,18
2023-11-17 09:00:00,TL-028,765,West Bengal,Equipment Failure,5.3,195.9,9,11,4.5,0.29,16.1,62.7,14
2024-08-03 12:00:00,TL-012,400,Sikkim,Equipment Failure,0.4,118.6,12,8,13.0,37.65,23.8,58.0,9
2024-03-04 10:00:00,TL-007,400,Bihar,Tree Contact,2.1,261.9,10,3,1.3,0.62,36.7,51.4,18
